cmpdname,drugbank_id,atc_code,atc_label
Estrone,DB00655,G03,Sex hormones and modulators of the genital system 
Estrone,DB00655,G03,Sex hormones and modulators of the genital system 
Paramethasone,DB01384,H02,Corticosteroids for systemic use 
Oxandrolone,DB00621,A14,Anabolic agents for systemic use 
Prasterone,DB01708,A14,Anabolic agents for systemic use 
Prasterone,DB01708,G03,Sex hormones and modulators of the genital system
Camylofin,DB13738,A03,Drugs for functional gastrointestinal disorders 
Penicillin G Procaine,DB09320,J01,Antibacterials for systemic use 
Penicillin G,DB01053,J01,Antibacterials for systemic use 
Penicillin G,DB01053,S01,Ophthalmologicals 
Idoxuridine,DB00249,D06,Antibiotics and chemotherapeutics for dermatological use 
Idoxuridine,DB00249,J05,Antivirals for systemic use 
Idoxuridine,DB00249,S01,Ophthalmologicals 
Metaraminol,DB00610,C01,Cardiac therapy 
Pilocarpine,DB01085,N07,Other nervous system drugs 
Pilocarpine,DB01085,S01,Ophthalmologicals 
Pentetrazol,DB13415,R07,Other respiratory system products 
Isoflurophate,DB00677,S01,Ophthalmologicals 
Chloramphenicol,DB00446,D06,Antibiotics and chemotherapeutics for dermatological use 
Chloramphenicol,DB00446,D10,Anti-acne preparations 
Chloramphenicol,DB00446,G01,Gynecological antiinfectives and antiseptics 
Chloramphenicol,DB00446,J01,Antibacterials for systemic use 
Chloramphenicol,DB00446,S01,Ophthalmologicals 
Chloramphenicol,DB00446,S02,Otologicals 
Chloramphenicol,DB00446,S03,Ophthalmological and otological preparations 
Glutamine,DB00130,A16,Other alimentary tract and metabolism products 
Lysine,DB00123,B05,Blood substitutes and perfusion solutions 
Demecarium,DB00944,S01,Ophthalmologicals 
Chlorobutanol,DB11386,A04,Antiemetics and antinauseants 
Physostigmine,DB00981,S01,Ophthalmologicals 
Physostigmine,DB00981,V03,All other therapeutic products 
Ethinyl Estradiol,DB00977,L02,Endocrine therapy 
Ethinyl Estradiol,DB00977,G03,Sex hormones and modulators of the genital system 
Progesterone,DB00396,G03,Sex hormones and modulators of the genital system 
Tubocurarine,DB01199,M03,Muscle relaxants 
Apomorphine,DB00714,G04,Urologicals 
Apomorphine,DB00714,N04,Anti-parkinson drugs 
Aminopyrine,DB01424,N02,Analgesics 
Methyltestosterone,DB06710,G03,Sex hormones and modulators of the genital system 
Methyltestosterone,DB06710,G03,Sex hormones and modulators of the genital system 
Testosterone,DB00624,G03,Sex hormones and modulators of the genital system 
Thiazinamium,DB13420,R06,Antihistamines for systemic use 
Cephalothin,DB00456,J01,Antibacterials for systemic use 
Kanamycin,DB01172,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents "
Kanamycin,DB01172,J01,Antibacterials for systemic use 
Kanamycin,DB01172,S01,Ophthalmologicals 
Phenylephrine,DB00388,C01,Cardiac therapy 
Phenylephrine,DB00388,R01,Nasal preparations 
Phenylephrine,DB00388,R01,Nasal preparations 
Phenylephrine,DB00388,R01,Nasal preparations 
Phenylephrine,DB00388,S01,Ophthalmologicals 
Phenylephrine,DB00388,S01,Ophthalmologicals 
Levodopa,DB01235,N04,Anti-parkinson drugs 
Cysteamine,DB00847,A16,Other alimentary tract and metabolism products 
Cysteamine,DB00847,S01,Ophthalmologicals
Penthienate,DB13695,A03,Drugs for functional gastrointestinal disorders 
Acepromazine,DB01614,N05,Psycholeptics 
Methoxamine,DB00723,C01,Cardiac therapy 
Methicillin,DB01603,J01,Antibacterials for systemic use 
Niridazole,DB13661,P02,Anthelmintics 
Cloxacillin,DB01147,J01,Antibacterials for systemic use 
Methylene Blue,DB09241,V04,Diagnostic agents 
Methylene Blue,DB09241,V03,All other therapeutic products 
Aurothioglucose,DB09121,M01,Antiinflammatory and antirheumatic products 
Calcium Acetate,DB00258,V03,All other therapeutic products 
Diphemanil,DB13720,A03,Drugs for functional gastrointestinal disorders 
Methionine,DB00134,V03,All other therapeutic products 
Edetate Sodium,DB13404,S01,Ophthalmologicals
Mebutamate,DB06797,N05,Psycholeptics 
Colchicine,DB08117,M04,Antigout preparations 
Uracil Mustard,DB00791,L01,Antineoplastic agents 
Oxacillin,DB00713,J01,Antibacterials for systemic use 
Chloroform,DB11387,N01,Anesthetics 
Fluocinolone Acetonide,DB00591,C05,Vasoprotectives 
Fluocinolone Acetonide,DB00591,D07,"Corticosteroids, dermatological preparations "
Fluocinolone Acetonide,DB00591,S01,Ophthalmologicals 
Fluocinolone Acetonide,DB00591,S02,Otologicals 
Sodium Citrate,DB09154,B05,Blood substitutes and perfusion solutions 
Norethindrone,DB00717,G03,Sex hormones and modulators of the genital system 
Norethindrone,DB00717,G03,Sex hormones and modulators of the genital system 
Cycloserine,DB00260,J04,Antimycobacterials 
Triaziquone,DB13304,L01,Antineoplastic agents 
Benziodarone,DB13277,C01,Cardiac therapy 
Hydroxyprogesterone,DB14570,G03,Sex hormones and modulators of the genital system 
Ampicillin,DB00415,J01,Antibacterials for systemic use 
Ampicillin,DB00415,S01,Ophthalmologicals 
Mannitol,DB00742,B05,Blood substitutes and perfusion solutions 
Mannitol,DB00742,A06,Drugs for constipation 
Mannitol,DB00742,B05,Blood substitutes and perfusion solutions 
Mannitol,DB00742,V04,Diagnostic agents
Mannitol,DB00742,R05,Cough and cold preparations 
Cytarabine,DB00987,L01,Antineoplastic agents 
Trifluridine,DB00432,S01,Ophthalmologicals 
Mephenoxalone,DB13754,N05,Psycholeptics 
Ticlatone,DB13613,D01,Antifungals for dermatological use 
Methaqualone,DB04833,N05,Psycholeptics 
Trypan Blue free acid,DB09158,S01,Ophthalmologicals 
Methandrostenolone,DB13586,A14,Anabolic agents for systemic use 
Methandrostenolone,DB13586,D11,Other dermatological preparations 
Chlorquinaldol,DB13306,D08,Antiseptics and disinfectants 
Chlorquinaldol,DB13306,G01,Gynecological antiinfectives and antiseptics 
Chlorquinaldol,DB13306,P01,Antiprotozoals 
Chlorquinaldol,DB13306,R02,Throat preparations 
Tryptophan,DB00150,N06,Psychoanaleptics 
Quinethazone,DB01325,C03,Diuretics 
Ethyl Chloride,DB13259,N01,Anesthetics 
Iodoform,DB13813,D09,Medicated dressings 
Fluoxymesterone,DB01185,G03,Sex hormones and modulators of the genital system 
Aprobarbital,DB01352,N05,Psycholeptics 
Piperidione,DB13224,R05,Cough and cold preparations 
Butethal,DB01353,N05,Psycholeptics 
Chlorphenoxamine,DB09007,D04,"Antipruritics, incl. antihistamines, anesthetics, etc. "
Chlorphenoxamine,DB09007,R06,Antihistamines for systemic use 
Methsuximide,DB05246,N03,Antiepileptics 
Carbromal,DB13817,N05,Psycholeptics 
3-Methyl-1-pentyn-3-ol,DB13733,N05,Psycholeptics 
Tromethamine,DB03754,B05,Blood substitutes and perfusion solutions 
Tromethamine,DB03754,B05,Blood substitutes and perfusion solutions 
Pentaerythritol tetranitrate,DB06154,C01,Cardiac therapy 
Emylcamate,DB13572,N05,Psycholeptics 
Trichloroethylene,DB13323,N01,Anesthetics 
Methylhomatropine bromide,DB00725,A03,Drugs for functional gastrointestinal disorders 
Diphacinone,DB13347,B01,Antithrombotic agents 
Cyclizine,DB01176,R06,Antihistamines for systemic use 
Buclizine,DB00354,R06,Antihistamines for systemic use 
Methylprednisolone,DB00959,D07,"Corticosteroids, dermatological preparations "
Methylprednisolone,DB00959,D10,Anti-acne preparations 
Methylprednisolone,DB00959,H02,Corticosteroids for systemic use 
Thiopropazate,DB13557,N05,Psycholeptics 
Phanquinone,DB13469,P01,Antiprotozoals 
Acetrizoic acid,DB09347,V08,Contrast media 
Brompheniramine,DB00835,R06,Antihistamines for systemic use 
Phensuximide,DB00832,N03,Antiepileptics 
Dimethisoquin,DB13683,D04,"Antipruritics, incl. antihistamines, anesthetics, etc. "
Penicillin V,DB00417,J01,Antibacterials for systemic use 
Isosorbide Dinitrate,DB00883,C01,Cardiac therapy 
Isosorbide Dinitrate,DB00883,C05,Vasoprotectives 
Aminacrine,DB11561,D08,Antiseptics and disinfectants 
Pseudoephedrine,DB00852,R01,Nasal preparations 
Diethylpropion,DB00937,A08,"Antiobesity preparations, excl. diet products "
Synephrine,DB09203,C01,Cardiac therapy 
Synephrine,DB09203,S01,Ophthalmologicals 
Styramate,DB13357,M03,Muscle relaxants 
Ethohexadiol,DB13826,P03,"Ectoparasiticides, incl. scabicides, insecticides and repellents "
Adrenalone,DB13394,A01,Stomatological preparations 
Adrenalone,DB13394,B02,Antihemorrhagics 
3-Pyridinemethanol,DB04145,C04,Peripheral vasodilators 
3-Pyridinemethanol,DB04145,C10,Lipid modifying agents 
Cyclopentamine,DB08999,R01,Nasal preparations 
Triethanolamine,DB13747,D03,Preparations for treatment of wounds and ulcers 
Boric Acid,DB11326,S02,Otologicals 
Chlorphenesin,DB00856,D01,Antifungals for dermatological use 
Benzonatate,DB00868,R05,Cough and cold preparations 
Betazole,DB00272,V04,Diagnostic agents 
Deanol,DB13352,N06,Psychoanaleptics 
Vinyl ether,DB13690,N01,Anesthetics 
Ergotamine,DB00696,N02,Analgesics 
Methylergonovine,DB00353,G02,Other gynecologicals 
Desaspidin,DB13567,P02,Anthelmintics 
Phenformin,DB00914,A10,Drugs used in diabetes 
Mephobarbital,DB00849,N03,Antiepileptics 
Talbutal,DB00306,N05,Psycholeptics 
Paramethadione,DB00617,N03,Antiepileptics 
Sulfadicramide,DB13214,S01,Ophthalmologicals 
Pentaerythritol,DB13526,A06,Drugs for constipation 
Phenyl salicylate,DB11071,G04,Urologicals 
Framycetin,DB00452,A01,Stomatological preparations 
Framycetin,DB00452,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents "
Framycetin,DB00452,B05,Blood substitutes and perfusion solutions 
Framycetin,DB00452,D06,Antibiotics and chemotherapeutics for dermatological use 
Framycetin,DB00452,D09,Medicated dressings 
Framycetin,DB00452,J01,Antibacterials for systemic use 
Framycetin,DB00452,R01,Nasal preparations 
Framycetin,DB00452,R02,Throat preparations 
Framycetin,DB00452,S01,Ophthalmologicals 
Framycetin,DB00452,S02,Otologicals 
Framycetin,DB00452,S03,Ophthalmological and otological preparations 
Efloxate,DB13333,C01,Cardiac therapy 
Arsthinol,DB08928,P01,Antiprotozoals 
Deserpidine,DB01089,C02,Antihypertensives 
Dimethyl Phthalate,DB13336,P03,"Ectoparasiticides, incl. scabicides, insecticides and repellents "
Proxazole,DB13819,A03,Drugs for functional gastrointestinal disorders 
Cinchophen,DB13551,M04,Antigout preparations 
Chloroprocaine,DB01161,N01,Anesthetics 
Diamthazole,DB13858,D01,Antifungals for dermatological use 
Dextrothyroxine,DB00509,C10,Lipid modifying agents 
Benzododecinium,DB13282,D09,Medicated dressings 
Benzyldimethyltetradecylammonium,DB13774,R02,Throat preparations 
Dibutyl succinate,DB13332,P03,"Ectoparasiticides, incl. scabicides, insecticides and repellents "
Anileridine,DB00913,N01,Anesthetics 
Azapetine,DB13727,C04,Peripheral vasodilators 
Yohimbine,DB01392,G04,Urologicals 
Nafcillin,DB00607,J01,Antibacterials for systemic use 
Methohexital,DB00474,N01,Anesthetics 
Methohexital,DB00474,N05,Psycholeptics 
Sulfalene,DB00664,J01,Antibacterials for systemic use 
Dydrogesterone,DB00378,G03,Sex hormones and modulators of the genital system 
Fluocortolone,DB08971,C05,Vasoprotectives 
Fluocortolone,DB08971,D07,"Corticosteroids, dermatological preparations "
Fluocortolone,DB08971,D07,"Corticosteroids, dermatological preparations "
Fluocortolone,DB08971,H02,Corticosteroids for systemic use 
Calcium Gluconate,DB11126,A12,Mineral supplements 
Ephedrine,DB01364,C01,Cardiac therapy 
Ephedrine,DB01364,R01,Nasal preparations 
Ephedrine,DB01364,R01,Nasal preparations 
Ephedrine,DB01364,R03,Drugs for obstructive airway diseases 
Ephedrine,DB01364,S01,Ophthalmologicals 
"3,5-Diiodo-L-tyrosine",DB03374,H03,Thyroid therapy 
Piritramide,DB12492,N02,Analgesics 
Ethamivan,DB08989,R07,Other respiratory system products 
Paraoxon,DB13495,S01,Ophthalmologicals 
Opipramol,DB12930,N06,Psychoanaleptics 
Dibenzepin,DB13225,N06,Psychoanaleptics 
Thioproperazine,DB01622,N05,Psycholeptics 
Aminophylline,DB01223,R03,Drugs for obstructive airway diseases 
Azacitidine,DB00928,L01,Antineoplastic agents 
Triflusal,DB08814,B01,Antithrombotic agents 
Fenyramidol,DB13414,M03,Muscle relaxants 
Carbutamide,DB13406,A10,Drugs used in diabetes 
Glymidine,DB01382,A10,Drugs used in diabetes 
Fluocinonide,DB01047,C05,Vasoprotectives 
Fluocinonide,DB01047,D07,"Corticosteroids, dermatological preparations "
Galantamine,DB00674,N06,Psychoanaleptics 
Hexapropymate,DB13662,N05,Psycholeptics 
Bucladesine,DB13242,C01,Cardiac therapy 
Betamethasone,DB00443,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents "
Betamethasone,DB00443,C05,Vasoprotectives 
Betamethasone,DB00443,D07,"Corticosteroids, dermatological preparations "
Betamethasone,DB00443,D07,"Corticosteroids, dermatological preparations "
Betamethasone,DB00443,H02,Corticosteroids for systemic use 
Betamethasone,DB00443,R01,Nasal preparations 
Betamethasone,DB00443,R03,Drugs for obstructive airway diseases 
Betamethasone,DB00443,S01,Ophthalmologicals 
Betamethasone,DB00443,S01,Ophthalmologicals 
Betamethasone,DB00443,S02,Otologicals 
Betamethasone,DB00443,S03,Ophthalmological and otological preparations 
Prenylamine,DB04825,C01,Cardiac therapy 
Perflubron,DB05791,V08,Contrast media 
Fluorometholone,DB00324,C05,Vasoprotectives 
Fluorometholone,DB00324,D07,"Corticosteroids, dermatological preparations "
Fluorometholone,DB00324,D07,"Corticosteroids, dermatological preparations "
Fluorometholone,DB00324,D10,Anti-acne preparations 
Fluorometholone,DB00324,S01,Ophthalmologicals 
Fluorometholone,DB00324,S01,Ophthalmologicals 
Nandrolone,DB13169,A14,Anabolic agents for systemic use 
Nandrolone,DB13169,S01,Ophthalmologicals
Etilamfetamine,DB13285,A08,"Antiobesity preparations, excl. diet products "
Pentyl nitrite,DB01612,V03,All other therapeutic products 
Pipradrol,DB11584,N06,Psychoanaleptics 
Normethadone,DB11609,R05,Cough and cold preparations 
Propoxyphene,DB00647,N02,Analgesics 
Ketobemidone,DB06738,N02,Analgesics 
Enoxolone,DB13089,D03,Preparations for treatment of wounds and ulcers 
Chenodiol,DB06777,A05,Bile and liver therapy 
Dichloralphenazone,DB01495,N05,Psycholeptics 
Emetine,DB13393,P01,Antiprotozoals 
Dihydralazine,DB12945,C02,Antihypertensives 
Cytisinicline,DB09028,N07,Other nervous system drugs 
Oxycinchophen,DB13596,M01,Antiinflammatory and antirheumatic products 
Captodiame,DB09014,N05,Psycholeptics 
"1,6-di-O-phosphono-beta-D-fructofuranose",DB04551,C01,Cardiac therapy
Phenylpropanolamine,DB00397,R01,Nasal preparations 
Melarsoprol,DB12864,P01,Antiprotozoals 
Beclamide,DB09011,N03,Antiepileptics 
Dixanthogen,DB13712,P03,"Ectoparasiticides, incl. scabicides, insecticides and repellents "
Heptabarbital,DB01354,N05,Psycholeptics 
Dihydroergotamine,DB00320,N02,Analgesics 
Echothiophate,DB01057,S01,Ophthalmologicals 
Podofilox,DB01179,D06,Antibiotics and chemotherapeutics for dermatological use 
Dimethoxanate,DB13794,R05,Cough and cold preparations 
Ethadione,DB13799,N03,Antiepileptics 
Androstanolone,DB02901,A14,Anabolic agents for systemic use 
Androstanolone,DB02901,G03,Sex hormones and modulators of the genital system 
Dimenhydrinate,DB00985,R06,Antihistamines for systemic use 
Apronalide,DB13221,N05,Psycholeptics 
Chlormethiazole,DB06470,N05,Psycholeptics 
Methamphetamine,DB01577,N06,Psychoanaleptics 
Levocarnitine,DB00583,A16,Other alimentary tract and metabolism products 
Poldine,DB13507,A03,Drugs for functional gastrointestinal disorders 
Magnesium Carbonate,DB09481,A02,Drugs for acid related disorders 
Magnesium Carbonate,DB09481,A06,Drugs for constipation 
Eosin,DB13706,D08,Antiseptics and disinfectants 
Metabutethamine,DB13578,N01,Anesthetics 
Zinc Acetate,DB14487,A16,Other alimentary tract and metabolism products 
Phenoperidine,DB13605,N01,Anesthetics 
Ferrous Carbonate,DB13698,B03,Antianemic preparations 
Metahexamide,DB13675,A10,Drugs used in diabetes 
Formestane,DB08905,L02,Endocrine therapy 
Chlorotrianisene,DB00269,G03,Sex hormones and modulators of the genital system 
Phenindamine,DB01619,R06,Antihistamines for systemic use 
Lactulose,DB00581,A06,Drugs for constipation 
Diloxanide,DB08792,P01,Antiprotozoals 
Succinimide,DB13376,G04,Urologicals 
Trolnitrate,DB13719,C01,Cardiac therapy 
Calcium levulinate,DB13800,A12,Mineral supplements 
Dibrompropamidine,DB13548,D08,Antiseptics and disinfectants 
Dibrompropamidine,DB13548,S01,Ophthalmologicals 
Acetylcysteine,DB06151,V03,All other therapeutic products 
Acetylcysteine,DB06151,S01,Ophthalmologicals
Acetylcysteine,DB06151,R05,Cough and cold preparations 
Clopamide,DB13792,C03,Diuretics 
Benzydamine,DB09084,A01,Stomatological preparations 
Benzydamine,DB09084,G02,Other gynecologicals 
Benzydamine,DB09084,M01,Antiinflammatory and antirheumatic products 
Benzydamine,DB09084,M02,Topical products for joint and muscular pain 
Benzydamine,DB09084,R02,Throat preparations 
Erythromycin,DB00199,D10,Anti-acne preparations 
Erythromycin,DB00199,J01,Antibacterials for systemic use 
Erythromycin,DB00199,S01,Ophthalmologicals 
Butaperazine,DB13213,N05,Psycholeptics 
Chromonar,DB13279,C01,Cardiac therapy 
Docosanol,DB00632,D06,Antibiotics and chemotherapeutics for dermatological use 
Dodecafluoropentane,DB11625,V08,Contrast media 
Sulfamoxole,DB08798,J01,Antibacterials for systemic use 
Norgestrel,DB00367,G03,Sex hormones and modulators of the genital system 
Norgestrel,DB00367,G03,Sex hormones and modulators of the genital system 
Calcium citrate,DB11093,A12,Mineral supplements 
Calcium lactate,DB13231,A12,Mineral supplements 
Norgestrienone,DB13563,G03,Sex hormones and modulators of the genital system 
Lormetazepam,DB13872,N05,Psycholeptics 
Vinblastine,DB00570,L01,Antineoplastic agents 
Potassium Citrate,DB09125,A12,Mineral supplements 
Diphenoxylate,DB01081,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents "
Oxolamine,DB13216,R05,Cough and cold preparations 
Ethylestrenol,DB01493,A14,Anabolic agents for systemic use 
Canrenone,DB12221,C03,Diuretics 
Citicoline,DB04290,N06,Psychoanaleptics 
Pyrrolnitrin,DB13603,D01,Antifungals for dermatological use 
Ethambutol,DB00330,J04,Antimycobacterials 
4-Amino-3-phenylbutanoic acid,DB13455,N06,Psychoanaleptics 
Bucetin,DB13278,N02,Analgesics 
Pyrithioxin,DB13084,N06,Psychoanaleptics 
Citiolone,DB13442,A05,Bile and liver therapy 
Fencamfamin,DB01463,N06,Psychoanaleptics 
Prolintane,DB13438,N06,Psychoanaleptics 
Zolimidine,DB13593,A02,Drugs for acid related disorders 
Prothipendyl,DB12958,N05,Psycholeptics 
Methdilazine,DB00902,R06,Antihistamines for systemic use 
Ethynodiol,DB13866,G03,Sex hormones and modulators of the genital system 
Sodium 1-glycerophosphate,DB09561,B05,Blood substitutes and perfusion solutions 
Vancomycin,DB00512,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents "
Vancomycin,DB00512,J01,Antibacterials for systemic use 
Vancomycin,DB00512,S01,Ophthalmologicals 
Glycyrrhizin,DB13751,A05,Bile and liver therapy 
Propanidid,DB13234,N01,Anesthetics 
Mesterolone,DB13587,G03,Sex hormones and modulators of the genital system 
Levomethadyl Acetate,DB01227,N07,Other nervous system drugs 
Fluanisone,DB13665,N05,Psycholeptics 
Flurandrenolide,DB00846,D07,"Corticosteroids, dermatological preparations "
Vincamine,DB13374,C04,Peripheral vasodilators 
Melperone,DB09224,N05,Psycholeptics 
Spectinomycin,DB00919,J01,Antibacterials for systemic use
Abametapir,DB11932,P03,"Ectoparasiticides, incl. scabicides, insecticides and repellents "
2-(4-Chlorophenoxy)ethanol,DB11368,D01,Antifungals for dermatological use 
Ethoglucid,DB13339,L01,Antineoplastic agents 
Dronabinol,DB00470,A04,Antiemetics and antinauseants 
Aluminum nicotinate,DB13576,C10,Lipid modifying agents 
Bamifylline,DB13203,R03,Drugs for obstructive airway diseases 
Amiloride,DB00594,C03,Diuretics 
Clothiapine,DB13256,N05,Psycholeptics 
Pimozide,DB01100,N05,Psycholeptics 
Benperidol,DB12867,N05,Psycholeptics 
Hydroxyethylpromethazine,DB13840,R06,Antihistamines for systemic use 
Clorexolone,DB13617,C03,Diuretics 
Flumethasone,DB00663,D07,"Corticosteroids, dermatological preparations "
Flumethasone,DB00663,D07,"Corticosteroids, dermatological preparations "
Guanoxan,DB13211,C02,Antihypertensives 
Mofebutazone,DB13629,M01,Antiinflammatory and antirheumatic products 
Mofebutazone,DB13629,M02,Topical products for joint and muscular pain 
Fluorescein,DB00693,S01,Ophthalmologicals 
Dexbrompheniramine,DB00405,R06,Antihistamines for systemic use 
Dixyrazine,DB13784,N05,Psycholeptics 
Proxibarbal,DB13253,N05,Psycholeptics 
Sulfur Hexafluoride,DB11104,V08,Contrast media 
Ioglycamic Acid,DB13741,V08,Contrast media 
Ethamsylate,DB13483,B02,Antihemorrhagics 
Acadesine,DB04944,C01,Cardiac therapy
Acetophenazine,DB01063,N05,Psycholeptics 
Stavudine,DB00649,J05,Antivirals for systemic use 
Iobenzamic acid,DB13428,V08,Contrast media 
Dicloxacillin,DB00485,J01,Antibacterials for systemic use 
Narcobarbital,DB13229,N01,Anesthetics 
Iproclozide,DB09247,N06,Psychoanaleptics 
Chloralodol,DB01534,N05,Psycholeptics 
Bumadizone,DB13286,M01,Antiinflammatory and antirheumatic products 
Reposal,DB13805,N05,Psycholeptics 
Oxomemazine,DB13820,R06,Antihistamines for systemic use 
Fenethylline,DB01482,N06,Psychoanaleptics 
Sulfametomidine,DB13485,J01,Antibacterials for systemic use 
Tenonitrozole,DB13659,P01,Antiprotozoals 
Streptomycin,DB01082,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents "
Streptomycin,DB01082,J01,Antibacterials for systemic use 
Bephenium,DB13462,P02,Anthelmintics 
Azatadine,DB00719,R06,Antihistamines for systemic use 
Nitroxoline,DB01422,J01,Antibacterials for systemic use
Uridine triacetate,DB09144,A16,Other alimentary tract and metabolism products 
Valnoctamide,DB13099,N05,Psycholeptics 
Cladribine,DB00242,L01,Antineoplastic agents 
Cladribine,DB00242,L04,Immunosuppressants 
Tridihexethyl,DB00505,A03,Drugs for functional gastrointestinal disorders 
"2,4,6-Tribromo-3-methylphenol",DB13513,D01,Antifungals for dermatological use 
Carbenicillin,DB00578,J01,Antibacterials for systemic use 
Dehydroemetine,DB13865,P01,Antiprotozoals 
Benorilate,DB13657,N02,Analgesics 
Trimetazidine,DB09069,C01,Cardiac therapy
Floxacillin,DB00301,J01,Antibacterials for systemic use 
Vidarabine,DB00194,J05,Antivirals for systemic use 
Vidarabine,DB00194,S01,Ophthalmologicals 
Xenysalate,DB13815,D11,Other dermatological preparations 
Iprindole,DB13496,N06,Psychoanaleptics 
Teclozan,DB13205,P01,Antiprotozoals 
Iopydol,DB13389,V08,Contrast media 
Butriptyline,DB09016,N06,Psychoanaleptics 
Mefenorex,DB13852,A08,"Antiobesity preparations, excl. diet products "
Chlordantoin,DB13516,G01,Gynecological antiinfectives and antiseptics 
Dihexyverine,DB13678,A03,Drugs for functional gastrointestinal disorders 
Ambuphylline,DB13812,R03,Drugs for obstructive airway diseases 
Dimethindene,DB08801,D04,"Antipruritics, incl. antihistamines, anesthetics, etc. "
Dimethindene,DB08801,R06,Antihistamines for systemic use 
Carbasalate calcium,DB13612,B01,Antithrombotic agents 
Carbasalate calcium,DB13612,N02,Analgesics 
4-Dimethylaminophenol,DB13549,V03,All other therapeutic products 
Diisopromine,DB13476,A03,Drugs for functional gastrointestinal disorders 
Levomethadone,DB13515,N07,Other nervous system drugs 
Isometheptene,DB06706,A03,Drugs for functional gastrointestinal disorders 
Sodium aurothiomalate,DB09276,M01,Antiinflammatory and antirheumatic products 
Butanilicaine,DB13328,N01,Anesthetics 
Olsalazine,DB01250,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents "
Pipazethate,DB08796,R05,Cough and cold preparations 
Mebhydrolin,DB13808,R06,Antihistamines for systemic use 
Nimorazole,DB12172,P01,Antiprotozoals 
Olaflur,DB13290,A01,Stomatological preparations 
Creatinolfosfate,DB13071,C01,Cardiac therapy
Tiadenol,DB13348,C10,Lipid modifying agents 
Terodiline,DB13725,G04,Urologicals 
Melevodopa,DB13313,N04,Anti-parkinson drugs 
Trimethaphan,DB01116,C02,Antihypertensives 
Molindone,DB01618,N05,Psycholeptics 
Silver,DB12965,D08,Antiseptics and disinfectants 
Helium,DB09155,V03,All other therapeutic products 
Xenon,DB13453,N01,Anesthetics 
Aluminum Chloride,DB11081,D10,Anti-acne preparations 
Zalcitabine,DB00943,J05,Antivirals for systemic use 
Magnesium Sulfate,DB00653,A06,Drugs for constipation 
Magnesium Sulfate,DB00653,A12,Mineral supplements 
Magnesium Sulfate,DB00653,B05,Blood substitutes and perfusion solutions 
Magnesium Sulfate,DB00653,V04,Diagnostic agents 
Mercuric Chloride,DB13765,D08,Antiseptics and disinfectants 
Hexocyclium,DB06787,A03,Drugs for functional gastrointestinal disorders 
Sodium Monofluorophosphate,DB09484,A01,Stomatological preparations 
Sodium Monofluorophosphate,DB09484,A12,Mineral supplements 
Ferrous Sulfate,DB13257,B03,Antianemic preparations 
Zinc Sulfate,DB09322,B05,Blood substitutes and perfusion solutions 
Zinc Sulfate,DB09322,A12,Mineral supplements 
Sodium Sulfate,DB09472,A06,Drugs for constipation 
Sodium Sulfate,DB09472,A12,Mineral supplements 
Trimagnesium phosphate,DB13862,B05,Blood substitutes and perfusion solutions 
Calcium Phosphate,DB11348,A12,Mineral supplements 
Cupric Sulfate,DB06778,V03,All other therapeutic products 
Silver Nitrate,DB11080,D08,Antiseptics and disinfectants 
Mercuric iodide,DB04445,D08,Antiseptics and disinfectants 
Stannous Fluoride,DB11092,A01,Stomatological preparations 
Tetrazepam,DB13324,M03,Muscle relaxants 
Iocarmic acid,DB13755,V08,Contrast media 
Stanozolol,DB06718,A14,Anabolic agents for systemic use 
Chloropyramine,DB08800,D04,"Antipruritics, incl. antihistamines, anesthetics, etc. "
Chloropyramine,DB08800,R06,Antihistamines for systemic use 
Melitracen,DB13384,N06,Psychoanaleptics 
Clodronic Acid,DB00720,M05,Drugs for treatment of bone diseases 
"2-Methyl-2-propylpropane-1,3-diyl dinitrate",DB13408,C01,Cardiac therapy 
Nicofuranose,DB13422,C10,Lipid modifying agents 
Ammonium Chloride,DB06767,B05,Blood substitutes and perfusion solutions 
Ammonium Chloride,DB06767,G04,Urologicals 
Reproterol,DB12846,R03,Drugs for obstructive airway diseases 
Reproterol,DB12846,R03,Drugs for obstructive airway diseases 
Febarbamate,DB13303,M03,Muscle relaxants 
Hydrocortisone Butyrate,DB14540,D07,"Corticosteroids, dermatological preparations "
Diacerein,DB11994,M01,Antiinflammatory and antirheumatic products 
Metopimazine,DB13591,A04,Antiemetics and antinauseants 
Technetium Tc-99m,DB14227,V09,Diagnostic radiopharmaceuticals 
Technetium Tc-99m,DB14227,V09,Diagnostic radiopharmaceuticals 
Xipamide,DB13803,C03,Diuretics 
Selegiline,DB01037,N04,Anti-parkinson drugs 
Levamisole,DB00848,P02,Anthelmintics 
Clobutinol,DB09004,R05,Cough and cold preparations 
Clemastine,DB00283,D04,"Antipruritics, incl. antihistamines, anesthetics, etc. "
Clemastine,DB00283,R06,Antihistamines for systemic use 
Thiamphenicol,DB08621,J01,Antibacterials for systemic use 
Pizotyline,DB06153,N02,Analgesics 
Cephalexin,DB00567,J01,Antibacterials for systemic use 
