primaryDomainId:ID,casNumber:string,dataSources:string[],displayName:string,domainIds:string[],drugGroups:string[],:LABEL,type:string
drugbank.DB06154,78-11-5,drugbank|chembl|unichem,Pentaerythritol tetranitrate,drugbank.DB06154|drug_central.2087|pubchem.6518,approved,Drug,Drug
drugbank.DB06155,168273-06-1,drugbank|chembl|unichem,Rimonabant,drugbank.DB06155|drug_central.4150|pubchem.104850,approved,Drug,Drug
drugbank.DB06156,195875-84-4,drugbank|unichem,Tesofensine,drugbank.DB06156|pubchem.11370864,,Drug,Drug
drugbank.DB06157,203737-93-3,drugbank|unichem,Istaroxime,drugbank.DB06157|pubchem.71717200,,Drug,Drug
drugbank.DB06159,91421-42-0,drugbank|unichem,Rubitecan,drugbank.DB06159|drug_central.2411|pubchem.472335,,Drug,Drug
drugbank.DB06160,194804-75-6,drugbank|unichem,Garenoxacin,drugbank.DB06160|drug_central.4053|pubchem.124093|pubchem.40461170,,Drug,Drug
drugbank.DB06161,206254-79-7,drugbank,Opebacan,drugbank.DB06161,,Drug,Drug
drugbank.DB06162,357613-86-6,drugbank,Lumiliximab,drugbank.DB06162,,Drug,Drug
drugbank.DB06163,153537-73-6,drugbank|unichem,Plevitrexed,drugbank.DB06163|pubchem.135430970,,Drug,Drug
drugbank.DB06166,1018450-26-4,drugbank|unichem,Fosdevirine,drugbank.DB06166|pubchem.44224276,,Drug,Drug
drugbank.DB06168,914613-48-2,drugbank,Canakinumab,drugbank.DB06168|drug_central.4952,,Drug,Drug
drugbank.DB06169,204205-90-3,drugbank|unichem,Indibulin,drugbank.DB06169|pubchem.2929,,Drug,Drug
drugbank.DB06171,1075214-55-9,drugbank,Paclitaxel trevatide,drugbank.DB06171,,Drug,Drug
drugbank.DB06174,128-62-1,drugbank|chembl|unichem,Noscapine,drugbank.DB06174|drug_central.1973|pubchem.275196,approved,Drug,Drug
drugbank.DB06176,128517-07-7,drugbank|chembl|unichem,Romidepsin,drugbank.DB06176|drug_central.4119|pubchem.5352062,approved,Drug,Drug
drugbank.DB06177,132682-98-5,drugbank|unichem,Glufosfamide,drugbank.DB06177|pubchem.123628,,Drug,Drug
drugbank.DB06178,113857-87-7,drugbank|unichem,Talotrexin,drugbank.DB06178|pubchem.130731,,Drug,Drug
drugbank.DB06179,69819-86-9,drugbank|unichem,Darinaparsin,drugbank.DB06179|drug_central.5685|pubchem.11683005,,Drug,Drug
drugbank.DB06180,,drugbank,TG1024,drugbank.DB06180,,Drug,Drug
drugbank.DB06181,847484-35-9,drugbank,IMO-2055,drugbank.DB06181,,Drug,Drug
drugbank.DB06182,149682-77-9,drugbank|unichem,Talabostat,drugbank.DB06182|pubchem.6918572,,Drug,Drug
drugbank.DB06184,,drugbank,AEG35156,drugbank.DB06184,,Drug,Drug
drugbank.DB06185,209799-67-7,drugbank|unichem,Forodesine,drugbank.DB06185|drug_central.5229|pubchem.135409409,,Drug,Drug
drugbank.DB06186,477202-00-9,drugbank,Ipilimumab,drugbank.DB06186|drug_central.4958,,Drug,Drug
drugbank.DB06187,380886-95-3,drugbank|unichem,Valtorcitabine,drugbank.DB06187|pubchem.9927346,,Drug,Drug
drugbank.DB06188,336113-53-2,drugbank|unichem,Ispinesib,drugbank.DB06188|pubchem.6851740,,Drug,Drug
drugbank.DB06190,252920-94-8,drugbank|unichem,Solabegron,drugbank.DB06190|pubchem.9887812,,Drug,Drug
drugbank.DB06191,167354-41-8,drugbank,Zosuquidar,drugbank.DB06191,,Drug,Drug
drugbank.DB06192,780758-10-3,drugbank,Nimotuzumab,drugbank.DB06192,,Drug,Drug
drugbank.DB06193,144510-96-3,drugbank|chembl|unichem,Pixantrone,drugbank.DB06193|drug_central.4330|pubchem.134019,approved,Drug,Drug
drugbank.DB06194,199798-84-0,drugbank|unichem,Elocalcitol,drugbank.DB06194|pubchem.11396600,,Drug,Drug
drugbank.DB06195,186692-46-6,drugbank|unichem,Seliciclib,drugbank.DB06195|pubchem.160355,,Drug,Drug
drugbank.DB06196,130308-48-4,drugbank|chembl|unichem,Icatibant,drugbank.DB06196|drug_central.4186|pubchem.6918173,approved,Drug,Drug
drugbank.DB06197,187269-40-5,drugbank|unichem,Bimosiamose,drugbank.DB06197|pubchem.9811353,,Drug,Drug
drugbank.DB06198,25526-93-6,drugbank|unichem,Alovudine,drugbank.DB06198|pubchem.33039,,Drug,Drug
drugbank.DB06199,173937-91-2,drugbank|unichem,Atrasentan,drugbank.DB06199|pubchem.159594,,Drug,Drug
drugbank.DB06200,90961-53-8,drugbank|unichem,Tedisamil,drugbank.DB06200|drug_central.4655|pubchem.65825,,Drug,Drug
drugbank.DB06201,106308-44-5,drugbank|chembl|unichem,Rufinamide,drugbank.DB06201|drug_central.3534|pubchem.129228,approved,Drug,Drug
drugbank.DB06202,180916-16-9,drugbank|chembl|unichem,Lasofoxifene,drugbank.DB06202|drug_central.4308|pubchem.216416,approved,Drug,Drug
drugbank.DB06203,850649-61-5,drugbank|chembl|unichem,Alogliptin,drugbank.DB06203|drug_central.4340|pubchem.11450633,approved,Drug,Drug
drugbank.DB06204,175591-23-8,drugbank|chembl|unichem,Tapentadol,drugbank.DB06204|drug_central.4283|pubchem.9838022,approved,Drug,Drug
drugbank.DB06205,757971-58-7,drugbank,Hyaluronidase (human recombinant),drugbank.DB06205|drug_central.5033,,Drug,Drug
drugbank.DB06206,343306-71-8,drugbank|unichem,Sugammadex,drugbank.DB06206|drug_central.4233|pubchem.6918585,,Drug,Drug
drugbank.DB06207,160970-54-7,drugbank|chembl|unichem,Silodosin,drugbank.DB06207|drug_central.4151|pubchem.5312125,approved,Drug,Drug
drugbank.DB06209,150322-43-3,drugbank|chembl|unichem,Prasugrel,drugbank.DB06209|drug_central.4113|pubchem.6918456,approved,Drug,Drug
drugbank.DB06210,496775-61-2,drugbank|chembl,Eltrombopag,drugbank.DB06210|drug_central.4399,approved,Drug,Drug
drugbank.DB06211,148016-81-3,drugbank|chembl|unichem,Doripenem,drugbank.DB06211|drug_central.4149|pubchem.73303|pubchem.6918242,approved,Drug,Drug
drugbank.DB06212,150683-30-0,drugbank|unichem,Tolvaptan,drugbank.DB06212|drug_central.4110|pubchem.443894,,Drug,Drug
drugbank.DB06213,313348-27-5,drugbank|chembl|unichem,Regadenoson,drugbank.DB06213|drug_central.2362|pubchem.219024,approved,Drug,Drug
drugbank.DB06215,722492-56-0,drugbank|unichem,Ferumoxytol,drugbank.DB06215|drug_central.5204|pubchem.6432052,,Drug,Drug
drugbank.DB06216,65576-45-6,drugbank|chembl|unichem,Asenapine,drugbank.DB06216|drug_central.4115|pubchem.9903970,approved,Drug,Drug
drugbank.DB06217,794466-70-9,drugbank|chembl|unichem,Vernakalant,drugbank.DB06217|drug_central.4365|pubchem.9930049,approved,Drug,Drug
drugbank.DB06218,175481-36-4,drugbank|chembl|unichem,Lacosamide,drugbank.DB06218|drug_central.4310|pubchem.219078,approved,Drug,Drug
drugbank.DB06219,171500-79-1,drugbank,Dalbavancin,drugbank.DB06219|drug_central.777,,Drug,Drug
drugbank.DB06224,185229-68-9,drugbank,Alicaforsen,drugbank.DB06224,,Drug,Drug
drugbank.DB06225,,drugbank,HMR4011,drugbank.DB06225,,Drug,Drug
drugbank.DB06226,160212-35-1,drugbank,Nelipepimut-S,drugbank.DB06226,,Drug,Drug
drugbank.DB06228,366789-02-8,drugbank|chembl|unichem,Rivaroxaban,drugbank.DB06228|drug_central.4182|pubchem.9875401,approved,Drug,Drug
drugbank.DB06229,129029-23-8,drugbank|unichem,Ocaperidone,drugbank.DB06229|pubchem.71351,,Drug,Drug
drugbank.DB06230,55096-26-9,drugbank|chembl|unichem,Nalmefene,drugbank.DB06230|drug_central.1876|pubchem.5284594,approved,Drug,Drug
drugbank.DB06231,133804-44-1,drugbank|unichem,Caldaret,drugbank.DB06231|pubchem.6433076|pubchem.36688246,,Drug,Drug
drugbank.DB06233,572924-54-0,drugbank|unichem,Ridaforolimus,drugbank.DB06233|drug_central.4778|pubchem.11520894,,Drug,Drug
drugbank.DB06234,176161-24-3,drugbank|chembl|unichem,Maribavir,drugbank.DB06234|drug_central.5496|pubchem.471161,approved,Drug,Drug
drugbank.DB06235,117570-53-3,drugbank|unichem,Vadimezan,drugbank.DB06235|pubchem.123964,,Drug,Drug
drugbank.DB06236,181785-84-2,drugbank|unichem,Elvucitabine,drugbank.DB06236|pubchem.469717,,Drug,Drug
drugbank.DB06237,330784-47-9,drugbank|chembl|unichem,Avanafil,drugbank.DB06237|drug_central.4305|pubchem.9869929,approved,Drug,Drug
drugbank.DB06239,1052105-48-2,drugbank,Tipapkinogene sovacivec,drugbank.DB06239,,Drug,Drug
drugbank.DB06240,206873-63-4,drugbank|unichem,Tariquidar,drugbank.DB06240|pubchem.148201,,Drug,Drug
drugbank.DB06241,,drugbank,Clenoliximab,drugbank.DB06241,,Drug,Drug
drugbank.DB06243,70052-12-9,drugbank|chembl|unichem,Eflornithine,drugbank.DB06243|drug_central.990|pubchem.3009,approved,Drug,Drug
drugbank.DB06244,131094-16-1,drugbank,Trafermin,drugbank.DB06244|drug_central.5219,,Drug,Drug
drugbank.DB06245,171870-23-8,drugbank,Lanoteplase,drugbank.DB06245,,Drug,Drug
drugbank.DB06246,59973-80-7,drugbank|unichem,Exisulind,drugbank.DB06246|drug_central.3219|pubchem.5472495,,Drug,Drug
drugbank.DB06247,154235-83-3,drugbank|unichem,CX516,drugbank.DB06247|pubchem.148184,,Drug,Drug
drugbank.DB06248,346735-24-8,drugbank|unichem,Amelubant,drugbank.DB06248|pubchem.60096302|pubchem.135564996|pubchem.9915203,,Drug,Drug
drugbank.DB06249,182133-25-1,drugbank|unichem,Arzoxifene,drugbank.DB06249|pubchem.179337,,Drug,Drug
drugbank.DB06250,112859-71-9,drugbank|unichem,Fluasterone,drugbank.DB06250|pubchem.133967,,Drug,Drug
drugbank.DB06251,188913-58-8,drugbank,Dersalazine,drugbank.DB06251,,Drug,Drug
drugbank.DB06253,137314-40-0,drugbank|unichem,Thioctic acid tromethamine,drugbank.DB06253|pubchem.9840368,,Drug,Drug
drugbank.DB06255,124351-85-5,drugbank|unichem,Incadronic acid,drugbank.DB06255|drug_central.1431|pubchem.139118495|pubchem.3699,,Drug,Drug
drugbank.DB06256,,drugbank,rPSGL-Ig,drugbank.DB06256,,Drug,Drug
drugbank.DB06257,2697-85-0,drugbank|unichem,HE-2200,drugbank.DB06257|pubchem.9818024,,Drug,Drug
drugbank.DB06258,130493-03-7,drugbank|unichem,Bimoclomol,drugbank.DB06258|pubchem.9576891,,Drug,Drug
drugbank.DB06260,40077-57-4,drugbank|unichem,Aviptadil,drugbank.DB06260|pubchem.70691420,,Drug,Drug
drugbank.DB06261,140898-97-1,drugbank|chembl|unichem,Hexaminolevulinate,drugbank.DB06261|drug_central.167|pubchem.6433083,approved,Drug,Drug
drugbank.DB06262,23651-95-8,drugbank|chembl|unichem,Droxidopa,drugbank.DB06262|drug_central.971|pubchem.92974|pubchem.6989215,approved,Drug,Drug
drugbank.DB06263,110267-81-7,drugbank|unichem,Amrubicin,drugbank.DB06263|drug_central.202|pubchem.3035016,,Drug,Drug
drugbank.DB06264,728-88-1,drugbank|unichem,Tolperisone,drugbank.DB06264|drug_central.2703|pubchem.5511,,Drug,Drug
drugbank.DB06266,50264-69-2,drugbank|unichem,Lonidamine,drugbank.DB06266|drug_central.1598|pubchem.39562,,Drug,Drug
drugbank.DB06267,268203-93-6,drugbank|unichem,Udenafil,drugbank.DB06267|drug_central.4141|pubchem.135413547,,Drug,Drug
drugbank.DB06268,184036-34-8,drugbank|chembl|unichem,Sitaxentan,drugbank.DB06268|drug_central.3548|pubchem.216235,approved,Drug,Drug
drugbank.DB06270,,drugbank,MAHDL01,drugbank.DB06270,,Drug,Drug
drugbank.DB06271,57821-29-1,drugbank,Sulodexide,drugbank.DB06271|drug_central.4726,,Drug,Drug
drugbank.DB06272,103909-75-7,drugbank|unichem,Maxacalcitol,drugbank.DB06272|drug_central.1638|pubchem.12019456,,Drug,Drug
drugbank.DB06273,375823-41-9,drugbank,Tocilizumab,drugbank.DB06273|drug_central.4933,,Drug,Drug
drugbank.DB06274,156053-89-3,drugbank|chembl|unichem,Alvimopan,drugbank.DB06274|drug_central.143|pubchem.5488548|pubchem.51397022,approved,Drug,Drug
drugbank.DB06276,179545-77-8,drugbank|unichem,Tanomastat,drugbank.DB06276|pubchem.6918336,,Drug,Drug
drugbank.DB06280,289656-45-7,drugbank|unichem,Senicapoc,drugbank.DB06280|pubchem.216327,,Drug,Drug
drugbank.DB06281,262352-17-0,drugbank|unichem,Torcetrapib,drugbank.DB06281|pubchem.159325,,Drug,Drug
drugbank.DB06282,130018-77-8,drugbank|chembl|unichem,Levocetirizine,drugbank.DB06282|drug_central.1566|pubchem.1549000|pubchem.28145931,approved,Drug,Drug
drugbank.DB06283,107452-89-1,drugbank|chembl|unichem,Ziconotide,drugbank.DB06283|drug_central.2878|pubchem.16135415|pubchem.102505334,approved,Drug,Drug
drugbank.DB06285,52232-67-4,drugbank,Teriparatide,drugbank.DB06285|drug_central.4514,,Drug,Drug
drugbank.DB06287,162635-04-3,drugbank|chembl|unichem,Temsirolimus,drugbank.DB06287|drug_central.4161|pubchem.6918289,approved,Drug,Drug
drugbank.DB06288,71675-85-9,drugbank|chembl|unichem,Amisulpride,drugbank.DB06288|drug_central.179|pubchem.2159,approved,Drug,Drug
drugbank.DB06290,923604-59-5,drugbank|chembl|unichem,Simeprevir,drugbank.DB06290|drug_central.4812|pubchem.24873435,approved,Drug,Drug
drugbank.DB06292,461432-26-8,drugbank|chembl|unichem,Dapagliflozin,drugbank.DB06292|drug_central.4304|pubchem.9887712,approved,Drug,Drug
drugbank.DB06293,959716-28-0,drugbank|unichem,Pegnivacogin,drugbank.DB06293|pubchem.86278323,,Drug,Drug
drugbank.DB06294,,drugbank,Semuloparin,drugbank.DB06294,,Drug,Drug
drugbank.DB06295,219923-85-0,drugbank|unichem,Pramiconazole,drugbank.DB06295|pubchem.3013050,,Drug,Drug
drugbank.DB06297,948840-25-3,drugbank|unichem,LX-2931,drugbank.DB06297|pubchem.135564845,,Drug,Drug
drugbank.DB06299,851518-71-3,drugbank|unichem,Hydronidone,drugbank.DB06299|pubchem.11217901,,Drug,Drug
drugbank.DB06302,936694-12-1,drugbank|unichem,Glesatinib,drugbank.DB06302|pubchem.25181472,,Drug,Drug
drugbank.DB06303,1638332-55-4,drugbank,Otilimab,drugbank.DB06303,,Drug,Drug
drugbank.DB06304,,drugbank,BIIB015,drugbank.DB06304,,Drug,Drug
drugbank.DB06305,1031360-18-5,drugbank,Sonepcizumab,drugbank.DB06305,,Drug,Drug
drugbank.DB06306,912999-49-6,drugbank|unichem,Onalespib,drugbank.DB06306|pubchem.11955716,,Drug,Drug
drugbank.DB06307,183387-50-0,drugbank|unichem,Apoptone,drugbank.DB06307|pubchem.42611099,,Drug,Drug
drugbank.DB06309,923032-37-5,drugbank|unichem,Refametinib,drugbank.DB06309|pubchem.44182295,,Drug,Drug
drugbank.DB06310,677010-34-3,drugbank,Motavizumab,drugbank.DB06310,,Drug,Drug
drugbank.DB06311,356057-34-6,drugbank|unichem,Darapladib,drugbank.DB06311|pubchem.9939609,,Drug,Drug
drugbank.DB06313,945772-45-2,drugbank|unichem,BNC105,drugbank.DB06313|pubchem.16678087,,Drug,Drug
drugbank.DB06314,1022150-57-7,drugbank|unichem,SGX-523,drugbank.DB06314|pubchem.24779724,,Drug,Drug
drugbank.DB06317,915296-00-3,drugbank,Elotuzumab,drugbank.DB06317|drug_central.5072,,Drug,Drug
drugbank.DB06318,,drugbank,AVE9633,drugbank.DB06318,,Drug,Drug
drugbank.DB06321,916742-11-5,drugbank|unichem,R-348,drugbank.DB06321|pubchem.23648971,,Drug,Drug
drugbank.DB06322,1268714-50-6,drugbank,Carotuximab,drugbank.DB06322,,Drug,Drug
drugbank.DB06323,1217194-46-1,drugbank,AZX-100,drugbank.DB06323,,Drug,Drug
drugbank.DB06324,,drugbank,XmAb 2513,drugbank.DB06324,,Drug,Drug
drugbank.DB06325,1618657-13-8,drugbank,Pegpleranib,drugbank.DB06325,,Drug,Drug
drugbank.DB06326,1360452-96-5,drugbank,Latiglutenase,drugbank.DB06326,,Drug,Drug
drugbank.DB06328,67-62-9,drugbank|unichem,Methoxyamine,drugbank.DB06328|pubchem.4113,,Drug,Drug
drugbank.DB06329,892498-64-5,drugbank|unichem,RG-7795,drugbank.DB06329|pubchem.11587892,,Drug,Drug
drugbank.DB06331,176046-79-0,drugbank|unichem,4-O-Demethylpenclomedine,drugbank.DB06331|pubchem.388136,,Drug,Drug
drugbank.DB06333,186139-09-3,drugbank|unichem,Trodusquemine,drugbank.DB06333|pubchem.9917968,,Drug,Drug
drugbank.DB06334,1616493-44-7,drugbank|unichem,Tucidinostat,drugbank.DB06334|drug_central.4973|pubchem.12136798,,Drug,Drug
drugbank.DB06335,361442-04-8,drugbank|chembl|unichem,Saxagliptin,drugbank.DB06335|drug_central.4114|pubchem.11243969,approved,Drug,Drug
drugbank.DB06336,914009-84-0,drugbank,Elsiglutide,drugbank.DB06336,,Drug,Drug
drugbank.DB06342,1269764-99-9,drugbank,Coltuximab ravtansine,drugbank.DB06342,,Drug,Drug
drugbank.DB06343,1036734-93-6,drugbank,Teprotumumab,drugbank.DB06343|drug_central.5387,,Drug,Drug
drugbank.DB06345,913548-29-5,drugbank|unichem,AR-9281,drugbank.DB06345|pubchem.12000797,,Drug,Drug
drugbank.DB06346,936350-00-4,drugbank|unichem,Fiboflapon,drugbank.DB06346|pubchem.44473151,,Drug,Drug
drugbank.DB06347,871357-89-0,drugbank|unichem,Cenisertib,drugbank.DB06347|pubchem.11569967,,Drug,Drug
drugbank.DB06350,936500-94-6,drugbank|unichem,Elinogrel,drugbank.DB06350|pubchem.16066663,,Drug,Drug
drugbank.DB06354,154652-83-2,drugbank|unichem,Tezampanel,drugbank.DB06354|pubchem.127894,,Drug,Drug
drugbank.DB06355,,drugbank,ACY001,drugbank.DB06355,,Drug,Drug
drugbank.DB06356,,drugbank,TRC093,drugbank.DB06356,,Drug,Drug
drugbank.DB06358,192314-93-5,drugbank|unichem,Iclaprim,drugbank.DB06358|drug_central.4573|pubchem.213043,,Drug,Drug
drugbank.DB06360,903512-50-5,drugbank,Lucatumumab,drugbank.DB06360,,Drug,Drug
drugbank.DB06361,,drugbank,rsPSMA Vaccine,drugbank.DB06361,,Drug,Drug
drugbank.DB06362,119673-08-4,drugbank|unichem,Becatecarin,drugbank.DB06362|pubchem.101524,,Drug,Drug
drugbank.DB06364,343247-32-5,drugbank|unichem,XR5944,drugbank.DB06364|pubchem.439035,,Drug,Drug
drugbank.DB06365,151823-14-2,drugbank|unichem,Sapacitabine,drugbank.DB06365|pubchem.153970,,Drug,Drug
drugbank.DB06366,380610-27-5,drugbank,Pertuzumab,drugbank.DB06366|drug_central.4957,,Drug,Drug
drugbank.DB06367,362505-84-8,drugbank|unichem,Relacatib,drugbank.DB06367|pubchem.6918602,,Drug,Drug
drugbank.DB06368,193681-12-8,drugbank|unichem,Alamifovir,drugbank.DB06368|pubchem.491022,,Drug,Drug
drugbank.DB06370,165668-41-7,drugbank|unichem,Indisulam,drugbank.DB06370|pubchem.216468,,Drug,Drug
drugbank.DB06371,288392-69-8,drugbank,Siplizumab,drugbank.DB06371,,Drug,Drug
drugbank.DB06372,501081-76-1,drugbank,Rilonacept,drugbank.DB06372|drug_central.5105,,Drug,Drug
drugbank.DB06374,722533-56-4,drugbank|chembl|unichem,Elacestrant,drugbank.DB06374|drug_central.5710|pubchem.23642301,approved,Drug,Drug
drugbank.DB06376,,drugbank,CHGN111,drugbank.DB06376,,Drug,Drug
drugbank.DB06379,83652-28-2,drugbank,Calcitonin gene-related peptide,drugbank.DB06379,,Drug,Drug
drugbank.DB06393,135354-02-8,drugbank|unichem,Xaliproden,drugbank.DB06393|pubchem.128919,,Drug,Drug
drugbank.DB06394,1001859-46-6,drugbank,Riferminogene pecaplasmid,drugbank.DB06394,,Drug,Drug
drugbank.DB06395,129639-79-8,drugbank|unichem,Abafungin,drugbank.DB06395|pubchem.159326,,Drug,Drug
drugbank.DB06397,79455-30-4,drugbank|unichem,Nicaraven,drugbank.DB06397|pubchem.71234,,Drug,Drug
drugbank.DB06399,845264-92-8,drugbank,Atacicept,drugbank.DB06399,,Drug,Drug
drugbank.DB06400,492448-75-6,drugbank,Vitespen,drugbank.DB06400,,Drug,Drug
drugbank.DB06401,198481-32-2,drugbank|chembl|unichem,Bazedoxifene,drugbank.DB06401|drug_central.4334|pubchem.154257,approved,Drug,Drug
drugbank.DB06402,372151-71-8,drugbank|chembl|unichem,Telavancin,drugbank.DB06402|drug_central.4116|pubchem.3081362,approved,Drug,Drug
drugbank.DB06403,177036-94-1,drugbank|chembl|unichem,Ambrisentan,drugbank.DB06403|drug_central.4337|pubchem.6918493,approved,Drug,Drug
drugbank.DB06404,,drugbank,Human C1-esterase inhibitor,drugbank.DB06404,,Drug,Drug
drugbank.DB06405,21668-77-9,drugbank|unichem,Eprodisate,drugbank.DB06405|pubchem.428573,,Drug,Drug
drugbank.DB06406,162610-17-5,drugbank|unichem,Idraparinux,drugbank.DB06406|pubchem.3083445,,Drug,Drug
drugbank.DB06408,119567-79-2,drugbank|unichem,Taribavirin,drugbank.DB06408|drug_central.3582|pubchem.451448,,Drug,Drug
drugbank.DB06409,20290-10-2,drugbank|unichem,Morphine glucuronide,drugbank.DB06409|pubchem.5360621,,Drug,Drug
drugbank.DB06410,54573-75-0,drugbank|chembl|unichem,Doxercalciferol,drugbank.DB06410|drug_central.957|pubchem.5281107,approved,Drug,Drug
drugbank.DB06412,434-07-1,drugbank|chembl|unichem,Oxymetholone,drugbank.DB06412|drug_central.2033|pubchem.5281034,approved,Drug,Drug
drugbank.DB06413,112111-43-0,drugbank|chembl|unichem,Armodafinil,drugbank.DB06413|drug_central.4501|pubchem.9690109,approved,Drug,Drug
drugbank.DB06414,269055-15-4,drugbank|chembl|unichem,Etravirine,drugbank.DB06414|drug_central.1115|pubchem.193962,approved,Drug,Drug
drugbank.DB06415,183325-78-2,drugbank,Calfactant,drugbank.DB06415|drug_central.4884,,Drug,Drug
drugbank.DB06419,205110-48-1,drugbank|unichem,Cethromycin,drugbank.DB06419|pubchem.156417,,Drug,Drug
drugbank.DB06420,92689-49-1,drugbank|unichem,Annamycin,drugbank.DB06420|pubchem.115212,,Drug,Drug
drugbank.DB06421,891-60-1,drugbank|unichem,Declopramide,drugbank.DB06421|pubchem.70177,,Drug,Drug
drugbank.DB06422,202590-69-0,drugbank|unichem,Ticalopride,drugbank.DB06422|pubchem.216236,,Drug,Drug
drugbank.DB06423,187888-07-9,drugbank,Endostatin,drugbank.DB06423,,Drug,Drug
drugbank.DB06429,174636-32-9,drugbank|unichem,Talnetant,drugbank.DB06429|pubchem.133090,,Drug,Drug
drugbank.DB06431,109545-84-8,drugbank|unichem,Evernimicin,drugbank.DB06431|pubchem.6917933,,Drug,Drug
drugbank.DB06433,171176-43-5,drugbank|unichem,Tezacitabine,drugbank.DB06433|pubchem.6435808,,Drug,Drug
drugbank.DB06434,219527-63-6,drugbank,Repifermin,drugbank.DB06434,,Drug,Drug
drugbank.DB06435,141374-81-4,drugbank|unichem,Tarazepide,drugbank.DB06435|pubchem.10343641,,Drug,Drug
drugbank.DB06436,194413-58-6,drugbank|unichem,Semaxanib,drugbank.DB06436|pubchem.5329098,,Drug,Drug
drugbank.DB06437,148883-56-1,drugbank,Tifacogin,drugbank.DB06437,,Drug,Drug
drugbank.DB06439,25301-02-4,drugbank,Tyloxapol,drugbank.DB06439|drug_central.4738,,Drug,Drug
drugbank.DB06440,182760-06-1,drugbank|unichem,Ravuconazole,drugbank.DB06440|pubchem.467825,,Drug,Drug
drugbank.DB06441,163706-06-7,drugbank|chembl|unichem,Cangrelor,drugbank.DB06441|drug_central.5006|pubchem.9854012,approved,Drug,Drug
drugbank.DB06442,166518-60-1,drugbank|unichem,Avasimibe,drugbank.DB06442|pubchem.166558,,Drug,Drug
drugbank.DB06444,112924-45-5,drugbank|unichem,Dexanabinol,drugbank.DB06444|pubchem.107778,,Drug,Drug
drugbank.DB06445,121749-39-1,drugbank|unichem,"N1,N11-Diethylnorspermine",drugbank.DB06445|pubchem.4282,,Drug,Drug
drugbank.DB06446,84625-59-2,drugbank|unichem,Dotarizine,drugbank.DB06446|pubchem.55285,,Drug,Drug
drugbank.DB06447,162679-36-9,drugbank|unichem,E5531,drugbank.DB06447|pubchem.6442269,,Drug,Drug
drugbank.DB06448,193275-84-2,drugbank|chembl|unichem,Lonafarnib,drugbank.DB06448|drug_central.5414|pubchem.148195,approved,Drug,Drug
drugbank.DB06449,149824-15-7,drugbank,Ilodecakin,drugbank.DB06449,,Drug,Drug
drugbank.DB06451,151879-73-1,drugbank,Aprinocarsen,drugbank.DB06451,,Drug,Drug
drugbank.DB06453,244130-01-6,drugbank,Mirostipen,drugbank.DB06453,,Drug,Drug
drugbank.DB06454,351862-32-3,drugbank|unichem,Sarizotan,drugbank.DB06454|pubchem.6918388,,Drug,Drug
drugbank.DB06455,146362-70-1,drugbank|unichem,Meclinertant,drugbank.DB06455|pubchem.119192,,Drug,Drug
drugbank.DB06457,75970-99-9,drugbank|unichem,Tecastemizole,drugbank.DB06457|pubchem.123618,,Drug,Drug
drugbank.DB06458,128298-28-2,drugbank|unichem,Remacemide,drugbank.DB06458|pubchem.60511,,Drug,Drug
drugbank.DB06460,167256-08-8,drugbank|unichem,Enrasentan,drugbank.DB06460|pubchem.178103,,Drug,Drug
drugbank.DB06461,148717-90-2,drugbank|unichem,Squalamine,drugbank.DB06461|pubchem.72495,,Drug,Drug
drugbank.DB06462,216503-58-1,drugbank,Mitumomab,drugbank.DB06462,,Drug,Drug
drugbank.DB06463,,drugbank,IR502,drugbank.DB06463,,Drug,Drug
drugbank.DB06464,,drugbank,IR501,drugbank.DB06464,,Drug,Drug
drugbank.DB06465,133920-70-4,drugbank|unichem,FK-960,drugbank.DB06465|pubchem.181428,,Drug,Drug
drugbank.DB06467,267227-08-7,drugbank,Apolizumab,drugbank.DB06467,,Drug,Drug
drugbank.DB06468,159138-80-4,drugbank|unichem,Cariporide,drugbank.DB06468|pubchem.151172,,Drug,Drug
drugbank.DB06469,111358-88-4,drugbank|unichem,Lestaurtinib,drugbank.DB06469|pubchem.9932888,,Drug,Drug
drugbank.DB06470,533-45-9,drugbank|chembl|unichem,Clomethiazole,drugbank.DB06470|drug_central.602|pubchem.10783,approved,Drug,Drug
drugbank.DB06471,166374-49-8,drugbank|unichem,Naxifylline,drugbank.DB06471|pubchem.70691449,,Drug,Drug
drugbank.DB06472,148396-36-5,drugbank|unichem,Fradafiban,drugbank.DB06472|pubchem.66000,,Drug,Drug
drugbank.DB06474,,drugbank,Sibrotuzumab,drugbank.DB06474,,Drug,Drug
drugbank.DB06475,220651-94-5,drugbank,Ruplizumab,drugbank.DB06475,,Drug,Drug
drugbank.DB06477,179386-43-7,drugbank|unichem,Sumanirole,drugbank.DB06477|pubchem.9818479,,Drug,Drug
drugbank.DB06478,801-52-5,drugbank|unichem,Porfiromycin,drugbank.DB06478|pubchem.13116,,Drug,Drug
drugbank.DB06479,55242-55-2,drugbank|unichem,Propentofylline,drugbank.DB06479|drug_central.2296|pubchem.4938,,Drug,Drug
drugbank.DB06480,179474-81-8,drugbank|chembl|unichem,Prucalopride,drugbank.DB06480|drug_central.3502|pubchem.3052762,approved,Drug,Drug
drugbank.DB06481,202057-76-9,drugbank|unichem,Manitimus,drugbank.DB06481|pubchem.54686843,,Drug,Drug
drugbank.DB06482,,drugbank,ALGRX 1207,drugbank.DB06482,,Drug,Drug
